institution,institution_type,vintage,vintage_approx,target_year,kind,indicator,value,low,high,unit,source_url,note
NESDC,official,2026-08-17,false,2025,actual,headline_inflation,-0.1,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,gdp_deflator,-0.9,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,tourist_arrivals,33.0,,,million persons,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,tourism_receipts,1.47,,,trillion baht,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
BOT,official,2026-06-30,true,2026,forecast,gdp_growth,2.3,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,domestic_demand,2.8,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,private_consumption,2.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,private_investment,6.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,public_consumption,0.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,public_investment,3.1,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,exports_volume,10.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,imports_volume,11.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,current_account_usdbn,0.0,,,USD bn,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,exports_value,14.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,imports_value,20.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,tourist_arrivals,33.0,,,million persons,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2026,forecast,tourism_receipts,1.5,,,trillion baht,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,gdp_growth,1.8,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,domestic_demand,1.8,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,private_consumption,1.4,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,private_investment,3.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,public_consumption,0.3,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,public_investment,3.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,exports_volume,3.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,imports_volume,2.1,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,current_account_usdbn,8.0,,,USD bn,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,exports_value,4.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,imports_value,2.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,tourist_arrivals,35.5,,,million persons,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-06-30,true,2027,forecast,tourism_receipts,1.6,,,trillion baht,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,BOT Monetary Policy Report Q2/2026; release date approximate (PDF unreachable to confirm)
BOT,official,2026-03-31,true,2026,forecast,gdp_growth,1.5,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,domestic_demand,1.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,private_consumption,1.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,private_investment,3.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,public_consumption,0.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,public_investment,1.5,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,exports_volume,5.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,imports_volume,6.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,current_account_usdbn,7.0,,,USD bn,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,exports_value,8.1,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,imports_value,11.2,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,tourist_arrivals,33.0,,,million persons,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2026,forecast,tourism_receipts,1.4,,,trillion baht,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,gdp_growth,2.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,domestic_demand,1.7,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,private_consumption,1.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,private_investment,2.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,public_consumption,0.3,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,public_investment,0.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,exports_volume,1.4,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,imports_volume,0.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,current_account_usdbn,8.0,,,USD bn,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,exports_value,1.1,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,imports_value,0.7,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,tourist_arrivals,35.5,,,million persons,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-03-31,true,2027,forecast,tourism_receipts,1.6,,,trillion baht,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,"BOT MPR Q1/2026, as restated in parentheses in the Q2/2026 table; date approximate"
BOT,official,2026-06-30,true,2025,actual,gdp_growth,2.4,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,domestic_demand,2.8,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,private_consumption,2.7,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,private_investment,3.5,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,public_consumption,0.6,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,public_investment,8.9,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,exports_volume,9.3,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,imports_volume,6.8,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,current_account_usdbn,17.4,,,USD bn,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,exports_value,12.7,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,imports_value,13.0,,,%,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,tourist_arrivals,33.0,,,million persons,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
BOT,official,2026-06-30,true,2025,actual,tourism_receipts,1.4,,,trillion baht,https://www.bot.or.th/content/dam/bot/documents/th/our-roles/monetary-policy/mpc-publication/monetary-policy-report/MPR_2569_Q2.pdf,2025 outturn as published by BOT
FPO,official,2026-07-31,true,2026,forecast,gdp_growth,2.5,2.0,3.0,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,private_consumption,2.7,2.2,3.2,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,public_consumption,1.5,1.0,2.0,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,private_investment,9.0,8.5,9.5,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,public_investment,3.2,2.7,3.7,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,exports_volume,7.9,7.4,8.4,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,imports_volume,10.2,9.7,10.7,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,trade_balance_usdbn,6.1,2.8,9.2,USD bn,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,exports_value,12.5,12.0,13.0,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,imports_value,19.0,18.5,19.5,%,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
FPO,official,2026-07-31,true,2026,forecast,current_account_usdbn,-0.5,-3.6,2.6,USD bn,https://www.fpo.go.th/main/getattachment/Economic-report/Thailand-Economic-Projections/23912/2-PPT-%E0%B8%AA%E0%B8%A1%E0%B8%A1%E0%B8%95%E0%B8%B4%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%9B%E0%B8%B5-69-(%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%81-%E0%B8%84-69)_Press.pdf.aspx,FPO July 2026 round; ranges are FPO's published forecast bands; date approximate
